ID,FECHA_INTERVENCION,TIPO_INTERVENCION,ESTADO_PREVIO,ESTADO_POSTERIOR,JuegoID
MNT-04624,2024-09-23,Correctivo,Bueno,Regular,35116
MNT-04625,2023-12-02,Correctivo,Bueno,Bueno,24798
MNT-04626,2024-03-24,Correctivo,Malo,Bueno,21273
MNT-04627,2024-03-31,Correctivo,Regular,Bueno,19358
MNT-04628,2023-12-27,Emergencia,Regular,Regular,7833628
MNT-04629,2024-08-05,Emergencia,Malo,Regular,9223810
MNT-04630,2024-03-05,Preventivo,Malo,Malo,25091
MNT-04631,2024-07-20,Correctivo,Regular,Regular,9219033
MNT-04632,2023-11-14,Preventivo,Malo,Regular,3963066
MNT-04633,2024-10-03,Emergencia,Regular,Regular,9187104
MNT-04634,2024-01-12,Emergencia,Malo,Malo,7889437
MNT-04635,2024-04-01,Preventivo,Bueno,Regular,21685
MNT-04636,2024-02-19,Preventivo,Bueno,Malo,5025118
MNT-04637,2023-12-10,Preventivo,Bueno,Bueno,57973
MNT-04638,2024-10-09,Emergencia,Malo,Regular,25024
MNT-04639,2024-09-19,Emergencia,Bueno,Regular,21425
MNT-04640,2024-06-18,Preventivo,Malo,Malo,7883908
MNT-04641,2024-03-04,Emergencia,Bueno,Bueno,4982743
MNT-04642,2024-02-03,Correctivo,Malo,Malo,59122
MNT-04643,2024-07-26,Preventivo,Malo,Malo,58977
MNT-04644,2024-10-09,Correctivo,Bueno,Regular,5220848
MNT-04645,2024-10-06,Correctivo,Malo,Bueno,9291554
MNT-04646,2024-04-14,Preventivo,Bueno,Regular,33181
MNT-04647,2024-05-10,Emergencia,Malo,Bueno,58843
MNT-04648,2024-02-09,Emergencia,Malo,Malo,7248153
MNT-04649,2024-06-03,Preventivo,Regular,Malo,5173896
MNT-04650,2024-10-06,Preventivo,Bueno,Bueno,35058
MNT-04651,2024-03-12,Correctivo,Regular,Regular,9149780
MNT-04652,2024-08-09,Correctivo,Malo,Malo,5241138
MNT-04653,2024-09-19,Emergencia,Regular,Regular,4961103
MNT-04654,2024-01-17,Correctivo,Regular,Regular,22593
MNT-04655,2024-10-13,Emergencia,Malo,Malo,19213
MNT-04656,2024-07-17,Emergencia,Bueno,Regular,21328
MNT-04657,2023-12-28,Correctivo,Bueno,Bueno,33590
MNT-04658,2023-11-18,Emergencia,Regular,Regular,3568953
MNT-04659,2024-09-19,Correctivo,Regular,Malo,22105
MNT-04660,2024-04-05,Correctivo,Bueno,Malo,7577741
MNT-04661,2024-08-28,Preventivo,Bueno,Bueno,9135893
MNT-04662,2024-08-02,Emergencia,Bueno,Regular,4738009
MNT-04663,2024-02-09,Emergencia,Regular,Regular,33416
MNT-04664,2024-06-12,Emergencia,Bueno,Bueno,24872
MNT-04665,2024-06-05,Correctivo,Bueno,Regular,9288487
MNT-04666,2023-10-27,Preventivo,Bueno,Regular,20013
MNT-04667,2023-11-01,Preventivo,Malo,Bueno,7889390
MNT-04668,2024-04-20,Emergencia,Regular,Malo,3566301
MNT-04669,2024-10-05,Correctivo,Malo,Regular,21786
MNT-04670,2024-06-04,Emergencia,Regular,Bueno,5173860
MNT-04671,2024-02-08,Emergencia,Malo,Regular,4731216
MNT-04672,2024-07-27,Correctivo,Regular,Regular,35014
MNT-04673,2023-11-17,Emergencia,Regular,Bueno,19862
MNT-04674,2024-06-20,Preventivo,Malo,Bueno,4988098
MNT-04675,2023-10-21,Correctivo,Regular,Regular,7588202
MNT-04676,2024-04-13,Correctivo,Malo,Regular,33572
MNT-04677,2023-12-19,Correctivo,Malo,Regular,7928428
MNT-04678,2024-06-05,Correctivo,Malo,Regular,7802482
MNT-04679,2024-02-22,Emergencia,Malo,Malo,5220722
MNT-04680,2024-08-05,Correctivo,Bueno,Malo,5239354
MNT-04681,2023-11-12,Correctivo,Regular,Regular,4984743
MNT-04682,2024-08-05,Preventivo,Bueno,Bueno,59285
MNT-04683,2024-07-03,Correctivo,Regular,Bueno,4737961
MNT-04684,2024-11-08,Correctivo,Regular,Regular,20620
MNT-04685,2023-10-16,Correctivo,Regular,Bueno,7135410
MNT-04686,2024-10-01,Emergencia,Regular,Regular,6777966
MNT-04687,2024-05-19,Correctivo,Malo,Malo,4988106
MNT-04688,2024-10-03,Emergencia,Malo,Bueno,5158854
MNT-04689,2024-03-08,Correctivo,Malo,Bueno,52244
MNT-04690,2024-09-29,Correctivo,Bueno,Regular,7792102
MNT-04691,2024-01-23,Correctivo,Regular,Malo,5173534
MNT-04692,2023-12-09,Preventivo,Bueno,Bueno,24822
MNT-04693,2024-08-08,Correctivo,Regular,Bueno,22588
MNT-04694,2024-01-23,Emergencia,Bueno,Malo,19178
MNT-04695,2024-02-13,Correctivo,Bueno,Bueno,18729
MNT-04696,2024-01-27,Emergencia,Bueno,Malo,34153
MNT-04697,2024-06-06,Emergencia,Bueno,Regular,33708
MNT-04698,2024-02-11,Correctivo,Regular,Bueno,7180265
MNT-04699,2024-02-20,Correctivo,Malo,Regular,7116261
MNT-04700,2024-01-02,Emergencia,Regular,Regular,25090
MNT-04701,2024-01-18,Correctivo,Regular,Regular,4984485
MNT-04702,2024-10-02,Correctivo,Regular,Malo,5207253
MNT-04703,2024-05-31,Emergencia,Malo,Regular,4987795
MNT-04704,2023-11-14,Emergencia,Bueno,Bueno,19515
MNT-04705,2024-06-22,Correctivo,Regular,Malo,9274926
MNT-04706,2024-07-20,Correctivo,Malo,Bueno,21523
MNT-04707,2024-05-14,Emergencia,Regular,Regular,58242
MNT-04708,2024-04-25,Emergencia,Malo,Bueno,59900
MNT-04709,2024-02-24,Preventivo,Regular,Malo,7928101
MNT-04710,2023-12-14,Emergencia,Malo,Malo,58869
MNT-04711,2024-03-31,Emergencia,Bueno,Malo,9438570
MNT-04712,2024-08-12,Preventivo,Bueno,Bueno,3576548
MNT-04713,2024-02-08,Preventivo,Regular,Malo,20120
MNT-04714,2024-08-15,Preventivo,Bueno,Regular,58492
MNT-04715,2024-02-04,Correctivo,Regular,Malo,5893200
MNT-04716,2024-07-01,Emergencia,Malo,Regular,59022
MNT-04717,2024-02-27,Emergencia,Regular,Regular,8907189
MNT-04718,2024-02-15,Preventivo,Bueno,Malo,3962734
MNT-04719,2024-04-08,Emergencia,Bueno,Malo,34779
MNT-04720,2024-02-08,Preventivo,Regular,Regular,34747
MNT-04721,2024-08-02,Emergencia,Regular,Bueno,59847
MNT-04722,2024-04-28,Preventivo,Regular,Bueno,4737880
MNT-04723,2024-05-08,Correctivo,Regular,Bueno,7889436
MNT-04724,2023-10-12,Emergencia,Malo,Regular,4731205
MNT-04725,2024-10-10,Preventivo,Regular,Bueno,21711
MNT-04726,2024-10-12,Preventivo,Bueno,Regular,4749980
MNT-04727,2024-07-01,Emergencia,Bueno,Bueno,24712
MNT-04728,2024-06-22,Preventivo,Bueno,Regular,7934649
MNT-04729,2024-06-12,Preventivo,Malo,Bueno,57930
MNT-04730,2024-08-26,Correctivo,Regular,Regular,7896541
MNT-04731,2023-12-25,Emergencia,Bueno,Bueno,18693
MNT-04732,2024-01-04,Emergencia,Bueno,Regular,35047
MNT-04733,2024-06-21,Preventivo,Regular,Regular,5174683
MNT-04734,2024-01-28,Correctivo,Bueno,Regular,60041
MNT-04735,2024-02-24,Correctivo,Malo,Regular,20067
MNT-04736,2024-07-18,Emergencia,Regular,Bueno,3581565
MNT-04737,2024-01-24,Emergencia,Malo,Bueno,58948
MNT-04738,2024-03-19,Emergencia,Regular,Regular,5657918
MNT-04739,2024-03-08,Preventivo,Malo,Regular,20162
MNT-04740,2024-03-20,Preventivo,Regular,Regular,3576444
MNT-04741,2024-03-03,Correctivo,Bueno,Regular,59772
MNT-04742,2023-10-30,Emergencia,Malo,Malo,32513
MNT-04743,2024-02-22,Preventivo,Regular,Malo,33947
MNT-04744,2024-07-20,Preventivo,Regular,Malo,9433312
MNT-04745,2024-07-04,Preventivo,Bueno,Malo,9397142
MNT-04746,2024-02-16,Correctivo,Malo,Malo,3566889
MNT-04747,2024-10-08,Preventivo,Bueno,Bueno,21543
MNT-04748,2024-06-07,Preventivo,Bueno,Regular,3575598
MNT-04749,2024-07-26,Preventivo,Regular,Malo,34092
MNT-04750,2024-09-02,Preventivo,Regular,Malo,21173
MNT-04751,2024-01-30,Emergencia,Bueno,Bueno,4730879
MNT-04752,2024-06-27,Correctivo,Bueno,Malo,4987809
MNT-04753,2024-08-23,Preventivo,Malo,Malo,9289312
MNT-04754,2024-03-21,Preventivo,Regular,Regular,7928102
MNT-04755,2024-07-26,Preventivo,Regular,Regular,5658683
MNT-04756,2024-07-14,Correctivo,Bueno,Malo,4940166
MNT-04757,2023-11-16,Emergencia,Regular,Regular,33904
MNT-04758,2024-06-27,Emergencia,Malo,Regular,4989395
MNT-04759,2024-05-14,Preventivo,Malo,Malo,59318
MNT-04760,2024-03-25,Emergencia,Bueno,Regular,9052562
MNT-04761,2024-01-15,Correctivo,Malo,Bueno,60013
MNT-04762,2024-06-25,Correctivo,Malo,Malo,9181897
MNT-04763,2023-11-23,Preventivo,Bueno,Bueno,32882
MNT-04764,2024-09-02,Correctivo,Regular,Bueno,5658272
MNT-04765,2023-11-16,Emergencia,Regular,Bueno,18858
MNT-04766,2024-05-18,Correctivo,Bueno,Malo,34157
MNT-04767,2024-01-12,Preventivo,Malo,Bueno,3531356
MNT-04768,2024-09-14,Correctivo,Bueno,Malo,3580396
MNT-04769,2023-12-29,Preventivo,Malo,Malo,20771
MNT-04770,2024-08-18,Preventivo,Malo,Malo,9386947
MNT-04771,2024-05-22,Emergencia,Regular,Regular,7526570
MNT-04772,2024-07-19,Emergencia,Regular,Bueno,33412
MNT-04773,2024-03-04,Preventivo,Regular,Bueno,58883
MNT-04774,2023-11-14,Preventivo,Regular,Malo,25767
MNT-04775,2024-05-24,Correctivo,Malo,Regular,4731639
MNT-04776,2024-03-17,Correctivo,Malo,Malo,7903891
MNT-04777,2023-10-18,Correctivo,Bueno,Regular,18731
MNT-04778,2024-06-07,Emergencia,Regular,Bueno,32847
MNT-04779,2024-09-27,Emergencia,Bueno,Regular,58477
MNT-04780,2023-12-23,Preventivo,Malo,Bueno,20392
MNT-04781,2024-08-02,Preventivo,Bueno,Malo,53117
MNT-04782,2024-07-16,Emergencia,Bueno,Bueno,7126595
MNT-04783,2024-09-05,Correctivo,Malo,Bueno,6878883
MNT-04784,2024-07-31,Preventivo,Regular,Malo,451538
MNT-04785,2024-03-27,Preventivo,Regular,Bueno,8888459
MNT-04786,2024-09-09,Correctivo,Bueno,Regular,35043
MNT-04787,2023-10-18,Preventivo,Regular,Regular,7886421
MNT-04788,2024-07-23,Correctivo,Malo,Bueno,21203
MNT-04789,2023-11-19,Emergencia,Malo,Regular,6878893
MNT-04790,2024-06-02,Correctivo,Malo,Regular,5492521
MNT-04791,2024-09-28,Emergencia,Malo,Bueno,20812
MNT-04792,2024-09-22,Correctivo,Regular,Bueno,59711
MNT-04793,2024-08-20,Emergencia,Malo,Bueno,3568800
MNT-04794,2024-07-19,Preventivo,Bueno,Regular,20382
MNT-04795,2024-08-25,Correctivo,Malo,Malo,7603091
MNT-04796,2024-10-06,Emergencia,Regular,Bueno,7887210
MNT-04797,2024-05-24,Correctivo,Regular,Malo,7404223
MNT-04798,2024-06-07,Emergencia,Malo,Bueno,4988106
MNT-04799,2024-08-13,Correctivo,Regular,Regular,58244
MNT-04800,2023-11-09,Preventivo,Malo,Regular,34807
MNT-04801,2024-02-17,Emergencia,Regular,Malo,20526
MNT-04802,2023-10-30,Preventivo,Bueno,Bueno,53189
MNT-04803,2024-06-21,Preventivo,Regular,Bueno,59385
MNT-04804,2024-07-23,Preventivo,Bueno,Malo,5195700
MNT-04805,2024-05-03,Preventivo,Bueno,Regular,4960340
MNT-04806,2024-03-20,Emergencia,Regular,Regular,19933
MNT-04807,2024-03-15,Preventivo,Bueno,Malo,34091
MNT-04808,2023-10-31,Correctivo,Bueno,Malo,7603095
MNT-04809,2023-11-24,Preventivo,Regular,Bueno,52248
MNT-04810,2024-08-06,Preventivo,Bueno,Bueno,20828
MNT-04811,2024-09-03,Emergencia,Bueno,Regular,22071
MNT-04812,2024-09-05,Preventivo,Regular,Regular,21507
MNT-04813,2024-01-13,Correctivo,Bueno,Regular,8805148
MNT-04814,2024-10-05,Correctivo,Regular,Bueno,5658962
MNT-04815,2024-08-04,Emergencia,Regular,Malo,9191763
MNT-04816,2024-09-02,Preventivo,Regular,Bueno,19988
MNT-04817,2024-05-23,Correctivo,Regular,Regular,21907
MNT-04818,2024-10-13,Emergencia,Regular,Malo,7526687
MNT-04819,2024-01-15,Emergencia,Bueno,Malo,20794
MNT-04820,2024-07-01,Emergencia,Malo,Malo,5658170
MNT-04821,2023-11-18,Emergencia,Bueno,Regular,3568572
MNT-04822,2024-07-27,Emergencia,Bueno,Regular,59938
MNT-04823,2024-08-16,Correctivo,Regular,Regular,5250229
MNT-04824,2024-04-06,Correctivo,Malo,Regular,52908
MNT-04825,2024-05-07,Emergencia,Bueno,Bueno,5658248
MNT-04826,2023-12-03,Preventivo,Regular,Regular,34850
MNT-04827,2024-06-12,Preventivo,Bueno,Bueno,5219516
MNT-04828,2023-12-27,Preventivo,Bueno,Malo,7806501
MNT-04829,2023-10-19,Preventivo,Bueno,Bueno,33672
MNT-04830,2024-04-02,Correctivo,Regular,Malo,7928027
MNT-04831,2024-03-01,Correctivo,Malo,Malo,7126931
MNT-04832,2023-10-31,Emergencia,Regular,Malo,20156
MNT-04833,2024-10-10,Preventivo,Regular,Bueno,5658749
MNT-04834,2023-12-22,Correctivo,Bueno,Malo,9535173
MNT-04835,2024-08-21,Emergencia,Regular,Malo,19862
MNT-04836,2024-07-10,Emergencia,Regular,Regular,5249141
MNT-04837,2024-07-21,Emergencia,Bueno,Regular,33169
MNT-04838,2024-04-21,Correctivo,Bueno,Malo,22596
MNT-04839,2024-03-10,Emergencia,Regular,Malo,7115975
MNT-04840,2024-10-08,Correctivo,Bueno,Bueno,6878845
MNT-04841,2023-10-17,Emergencia,Bueno,Regular,7850134
MNT-04842,2023-11-16,Emergencia,Regular,Regular,5158975
MNT-04843,2024-06-17,Preventivo,Regular,Regular,5268600
MNT-04844,2024-08-22,Emergencia,Regular,Regular,4988408
MNT-04845,2024-01-11,Preventivo,Regular,Regular,3742505
MNT-04846,2024-06-24,Emergencia,Malo,Malo,5003347
MNT-04847,2023-12-02,Preventivo,Malo,Malo,7928103
MNT-04848,2024-09-23,Correctivo,Regular,Malo,35043
MNT-04849,2024-06-20,Emergencia,Regular,Regular,9158798
MNT-04850,2023-12-09,Preventivo,Bueno,Malo,9395709
MNT-04851,2024-01-13,Correctivo,Regular,Bueno,8800699
MNT-04852,2023-12-05,Emergencia,Regular,Regular,34818
MNT-04853,2024-05-06,Preventivo,Bueno,Regular,4987184
MNT-04854,2024-08-07,Correctivo,Bueno,Malo,25658
MNT-04855,2024-06-06,Preventivo,Regular,Malo,4992015
MNT-04856,2024-02-02,Correctivo,Malo,Regular,24719
MNT-04857,2023-11-21,Correctivo,Regular,Bueno,33723
MNT-04858,2023-12-09,Preventivo,Regular,Malo,58645
MNT-04859,2024-03-26,Correctivo,Bueno,Regular,3845314
MNT-04860,2024-02-20,Emergencia,Malo,Malo,6878829
MNT-04861,2024-08-17,Preventivo,Regular,Malo,59960
MNT-04862,2023-12-31,Emergencia,Bueno,Bueno,9392199
MNT-04863,2023-11-25,Preventivo,Regular,Regular,5250201
MNT-04864,2024-09-25,Preventivo,Bueno,Regular,5659876
MNT-04865,2024-06-15,Correctivo,Regular,Malo,19193
MNT-04866,2024-06-08,Preventivo,Malo,Malo,59203
MNT-04867,2024-06-05,Preventivo,Regular,Bueno,7794491
MNT-04868,2024-08-23,Emergencia,Regular,Malo,3530725
MNT-04869,2024-07-16,Preventivo,Bueno,Bueno,7125256
MNT-04870,2024-07-18,Correctivo,Regular,Malo,4731668
MNT-04871,2023-12-07,Correctivo,Bueno,Regular,33663
MNT-04872,2024-06-14,Emergencia,Malo,Regular,9289743
MNT-04873,2024-02-12,Correctivo,Malo,Regular,22068
MNT-04874,2024-07-04,Emergencia,Regular,Regular,33924
MNT-04875,2023-11-22,Emergencia,Regular,Malo,20007
MNT-04876,2024-11-08,Correctivo,Regular,Regular,24713
MNT-04877,2024-06-17,Emergencia,Bueno,Regular,5249940
MNT-04878,2024-09-12,Preventivo,Bueno,Regular,9178862
MNT-04879,2023-10-15,Correctivo,Bueno,Malo,5659561
MNT-04880,2024-09-23,Correctivo,Bueno,Regular,4730914
MNT-04881,2024-06-07,Emergencia,Regular,Bueno,7930232
MNT-04882,2024-05-19,Preventivo,Bueno,Bueno,18783
MNT-04883,2024-09-18,Preventivo,Malo,Regular,9493030
MNT-04884,2024-02-04,Preventivo,Malo,Bueno,33788
MNT-04885,2024-09-05,Correctivo,Malo,Malo,8800832
MNT-04886,2023-11-11,Correctivo,Malo,Regular,22295
MNT-04887,2024-07-20,Correctivo,Regular,Regular,7107096
MNT-04888,2024-03-15,Correctivo,Bueno,Regular,21419
MNT-04889,2024-03-24,Preventivo,Regular,Malo,9494174
MNT-04890,2024-05-29,Preventivo,Regular,Bueno,20021
MNT-04891,2024-02-03,Preventivo,Regular,Malo,8888515
MNT-04892,2024-03-20,Correctivo,Regular,Malo,22539
MNT-04893,2024-03-31,Emergencia,Bueno,Regular,34105
MNT-04894,2024-06-24,Emergencia,Regular,Malo,9179440
MNT-04895,2023-11-18,Emergencia,Bueno,Regular,7861603
MNT-04896,2024-08-22,Emergencia,Regular,Regular,19514
MNT-04897,2024-07-17,Correctivo,Malo,Bueno,9051954
MNT-04898,2024-07-16,Correctivo,Bueno,Malo,24782
MNT-04899,2023-12-01,Preventivo,Malo,Bueno,25870
MNT-04900,2024-10-06,Preventivo,Malo,Regular,34219
MNT-04901,2024-09-28,Emergencia,Bueno,Regular,9388323
MNT-04902,2024-03-25,Preventivo,Bueno,Regular,9397685
MNT-04903,2024-03-05,Correctivo,Bueno,Malo,7927333
MNT-04904,2024-02-17,Correctivo,Bueno,Malo,3568750
MNT-04905,2024-02-07,Emergencia,Regular,Malo,34186
MNT-04906,2024-06-01,Preventivo,Malo,Regular,58244
MNT-04907,2024-09-05,Emergencia,Regular,Malo,34980
MNT-04908,2024-02-06,Preventivo,Regular,Bueno,7887310
MNT-04909,2024-10-11,Emergencia,Bueno,Bueno,3960653
MNT-04910,2024-09-30,Emergencia,Regular,Malo,9292097
MNT-04911,2024-01-16,Preventivo,Regular,Malo,3567937
MNT-04912,2024-08-25,Correctivo,Regular,Malo,19307
MNT-04913,2024-02-28,Emergencia,Malo,Malo,3576619
MNT-04914,2024-04-03,Emergencia,Regular,Malo,3566884
MNT-04915,2024-01-07,Emergencia,Malo,Bueno,8888520
MNT-04916,2024-08-04,Emergencia,Bueno,Regular,4987854
MNT-04917,2023-11-16,Correctivo,Regular,Bueno,8975214
MNT-04918,2024-06-18,Emergencia,Regular,Regular,21508
MNT-04919,2024-01-15,Correctivo,Bueno,Bueno,8943902
MNT-04920,2024-08-18,Emergencia,Regular,Regular,52880
MNT-04921,2024-02-14,Preventivo,Regular,Bueno,59004
MNT-04922,2024-09-14,Emergencia,Regular,Malo,3580728
MNT-04923,2024-06-29,Emergencia,Regular,Malo,19948
MNT-04924,2023-10-31,Emergencia,Malo,Malo,33678
MNT-04925,2024-08-02,Preventivo,Regular,Regular,451368
MNT-04926,2024-03-19,Correctivo,Regular,Regular,4730914
MNT-04927,2024-02-01,Preventivo,Regular,Regular,34803
MNT-04928,2023-10-19,Emergencia,Bueno,Bueno,9048978
MNT-04929,2024-01-02,Preventivo,Malo,Regular,5211307
MNT-04930,2023-11-08,Preventivo,Malo,Bueno,9134712
MNT-04931,2023-11-28,Preventivo,Bueno,Bueno,33189
MNT-04932,2024-01-23,Correctivo,Regular,Regular,4749951
MNT-04933,2024-03-22,Emergencia,Regular,Regular,33164
MNT-04934,2024-05-31,Preventivo,Malo,Bueno,9497239
MNT-04935,2024-08-22,Emergencia,Bueno,Regular,7128417
MNT-04936,2024-09-17,Correctivo,Regular,Regular,33435
MNT-04937,2024-01-31,Emergencia,Regular,Regular,25750
MNT-04938,2024-10-02,Emergencia,Malo,Regular,3566745
MNT-04939,2023-11-20,Emergencia,Regular,Malo,5245980
MNT-04940,2024-10-09,Emergencia,Malo,Bueno,34779
MNT-04941,2023-12-11,Emergencia,Bueno,Bueno,59088
MNT-04942,2024-09-08,Correctivo,Regular,Malo,6833715
MNT-04943,2024-04-29,Preventivo,Bueno,Bueno,9293900
MNT-04944,2023-12-31,Preventivo,Regular,Malo,3556378
MNT-04945,2024-01-02,Emergencia,Regular,Bueno,5659433
MNT-04946,2024-04-10,Correctivo,Malo,Bueno,19268
MNT-04947,2024-04-27,Preventivo,Bueno,Malo,5249931
MNT-04948,2024-03-09,Correctivo,Regular,Regular,4731671
MNT-04949,2024-04-07,Preventivo,Regular,Bueno,19188
MNT-04950,2024-03-09,Emergencia,Malo,Bueno,3576362
MNT-04951,2024-02-19,Preventivo,Malo,Bueno,4989411
MNT-04952,2024-09-01,Preventivo,Regular,Regular,32935
MNT-04953,2023-10-18,Preventivo,Regular,Bueno,9291151
MNT-04954,2024-02-05,Preventivo,Bueno,Regular,5803646
MNT-04955,2024-03-30,Preventivo,Malo,Bueno,32846
MNT-04956,2024-05-25,Emergencia,Malo,Regular,5238912
MNT-04957,2024-05-27,Preventivo,Malo,Malo,4989413
MNT-04958,2024-08-27,Emergencia,Regular,Bueno,8803394
MNT-04959,2024-06-02,Correctivo,Regular,Malo,19553
MNT-04960,2024-08-21,Correctivo,Bueno,Bueno,33139
MNT-04961,2024-04-02,Emergencia,Bueno,Regular,5173934
MNT-04962,2024-05-18,Preventivo,Regular,Malo,4985684
MNT-04963,2024-03-21,Correctivo,Malo,Malo,9178052
MNT-04964,2024-05-19,Emergencia,Regular,Malo,5071681
MNT-04965,2024-08-05,Correctivo,Malo,Malo,21661
MNT-04966,2024-05-20,Correctivo,Regular,Malo,451610
MNT-04967,2024-09-05,Preventivo,Regular,Malo,18884
MNT-04968,2024-05-01,Correctivo,Bueno,Regular,35154
MNT-04969,2023-10-31,Emergencia,Malo,Regular,20894
MNT-04970,2024-04-04,Emergencia,Bueno,Malo,9493026
MNT-04971,2024-05-05,Correctivo,Malo,Bueno,24711
MNT-04972,2023-12-30,Emergencia,Malo,Regular,33323
MNT-04973,2023-01-12,Preventivo,Regular,Bueno,8967543
MNT-04974,2024-05-24,Preventivo,Malo,Malo,60065
MNT-04975,2024-01-18,Emergencia,Regular,Malo,58063
MNT-04976,2023-11-08,Correctivo,Malo,Regular,5219438
MNT-04977,2024-04-14,Emergencia,Regular,Regular,3575558
MNT-04978,2023-07-11,Preventivo,Malo,Regular,20907
MNT-04979,2024-01-19,Correctivo,Bueno,Bueno,25019
MNT-04980,2024-08-17,Preventivo,Malo,Bueno,5800297
MNT-04981,2023-10-20,Preventivo,Malo,Bueno,32807
MNT-04982,2024-08-23,Preventivo,Regular,Regular,4961103
MNT-04983,2024-04-20,Preventivo,Regular,Regular,3568506
MNT-04984,2024-05-07,Emergencia,Malo,Regular,21862
MNT-04985,2024-03-26,Preventivo,Regular,Bueno,9386945
MNT-04986,2024-08-04,Preventivo,Bueno,Bueno,7928440
MNT-04987,2024-04-14,Emergencia,Bueno,Regular,19553
MNT-04988,2024-09-17,Preventivo,Malo,Bueno,24947
MNT-04989,2023-10-17,Preventivo,Regular,Malo,7889428
MNT-04990,2024-01-10,Correctivo,Bueno,Bueno,7602207
MNT-04991,2024-04-16,Emergencia,Regular,Malo,60195
MNT-04992,2024-07-17,Correctivo,Malo,Malo,59055
MNT-04993,2024-02-16,Preventivo,Bueno,Regular,18721
MNT-04994,2023-12-15,Preventivo,Malo,Regular,21440
MNT-04995,2024-02-12,Preventivo,Malo,Regular,8891684
MNT-04996,2024-09-10,Emergencia,Bueno,Malo,7886375
MNT-04997,2024-09-26,Preventivo,Regular,Malo,21301
MNT-04998,2024-09-08,Emergencia,Bueno,Bueno,35160
MNT-04999,2023-11-05,Preventivo,Malo,Bueno,52933
MNT-05000,2024-08-28,Preventivo,Regular,Regular,19720
MNT-05001,2024-08-02,Correctivo,Malo,Regular,21802
MNT-05002,2024-02-12,Correctivo,Malo,Bueno,35143
MNT-05003,2024-08-23,Preventivo,Malo,Bueno,7534055
MNT-05004,2024-05-29,Emergencia,Malo,Regular,7861603
MNT-05005,2024-08-26,Preventivo,Bueno,Malo,5658352
MNT-05006,2024-06-27,Correctivo,Regular,Malo,5174670
MNT-05007,2024-03-03,Preventivo,Bueno,Bueno,20798
MNT-05008,2024-05-01,Emergencia,Bueno,Malo,25651
MNT-05009,2023-12-21,Preventivo,Bueno,Bueno,58761
MNT-05010,2024-01-29,Emergencia,Bueno,Malo,4994746
MNT-05011,2024-06-02,Correctivo,Malo,Bueno,7816343
MNT-05012,2024-06-25,Emergencia,Regular,Regular,22000
MNT-05013,2024-05-15,Correctivo,Malo,Bueno,60116
MNT-05014,2024-07-27,Emergencia,Regular,Regular,21571
MNT-05015,2023-12-28,Emergencia,Bueno,Malo,9391789
MNT-05016,2024-04-22,Emergencia,Malo,Regular,9052169
MNT-05017,2024-02-02,Correctivo,Regular,Regular,3960653
MNT-05018,2024-03-23,Preventivo,Bueno,Malo,21522
MNT-05019,2023-11-20,Correctivo,Regular,Bueno,25670
MNT-05020,2024-02-26,Correctivo,Regular,Bueno,8804549
MNT-05021,2024-01-12,Correctivo,Malo,Bueno,20103
MNT-05022,2024-03-28,Preventivo,Bueno,Malo,59862
MNT-05023,2024-04-14,Emergencia,Regular,Malo,3565768
MNT-05024,2024-05-08,Correctivo,Regular,Malo,8978614
MNT-05025,2023-12-20,Preventivo,Bueno,Malo,8909798
MNT-05026,2024-01-25,Correctivo,Bueno,Bueno,7889425
MNT-05027,2024-10-07,Preventivo,Regular,Malo,3569359
MNT-05028,2024-05-21,Correctivo,Malo,Malo,8804636
MNT-05029,2024-07-16,Correctivo,Regular,Malo,59499
MNT-05030,2023-11-09,Correctivo,Bueno,Malo,20942
MNT-05031,2024-08-13,Preventivo,Regular,Regular,7887290
MNT-05032,2024-04-06,Emergencia,Bueno,Malo,21434
MNT-05033,2024-04-23,Preventivo,Bueno,Malo,20816
MNT-05034,2024-06-05,Correctivo,Regular,Malo,33967
MNT-05035,2024-07-27,Preventivo,Bueno,Malo,20419
MNT-05036,2024-08-30,Emergencia,Regular,Bueno,5658672
MNT-05037,2024-08-08,Correctivo,Malo,Malo,22011
MNT-05038,2024-07-01,Emergencia,Malo,Bueno,6761613
MNT-05039,2024-01-05,Correctivo,Malo,Malo,7928370
MNT-05040,2024-06-26,Preventivo,Bueno,Bueno,8937781
MNT-05041,2024-07-31,Preventivo,Malo,Regular,25605
MNT-05042,2024-08-27,Emergencia,Malo,Malo,5180231
MNT-05043,2024-07-18,Emergencia,Bueno,Bueno,7294620
MNT-05044,2024-06-15,Preventivo,Regular,Regular,22516
MNT-05045,2024-08-02,Correctivo,Bueno,Regular,21192
MNT-05046,2024-01-20,Correctivo,Malo,Bueno,3530774
MNT-05047,2024-01-03,Preventivo,Bueno,Regular,20540
MNT-05048,2024-08-17,Preventivo,Regular,Malo,58188
MNT-05049,2024-09-09,Correctivo,Regular,Regular,4984512
MNT-05050,2024-03-05,Preventivo,Malo,Regular,33821
MNT-05051,2024-01-03,Correctivo,Bueno,Malo,9187502
MNT-05052,2024-02-27,Correctivo,Bueno,Regular,9493022
MNT-05053,2024-01-24,Preventivo,Regular,Bueno,52275
MNT-05054,2023-12-15,Preventivo,Regular,Bueno,33285
MNT-05055,2023-11-07,Correctivo,Malo,Bueno,5658657
MNT-05056,2024-06-07,Preventivo,Malo,Bueno,5075469
